ano,periodo,vtotal,areatotal,tempano,precano,munic
2005,0,2429460,524997,21.02435971,1398.524347,3510302
2006,1,3877786.314,415404,20.9341157,1259.36916,3510302
2007,1,3120864.209,359568,21.32223041,1377.201248,3510302
2008,1,2899717.735,469656,20.51077801,1103.43486,3510302
2009,1,2826402.852,501930,21.13061553,1588.486307,3510302
2010,1,2364644.81,442728,21.15590569,1194.452004,3510302
2011,1,2634554.95,495693,20.92984411,1243.477154,3510302
2012,1,,191070,21.60730263,1198.842712,3510302
2013,1,,198000,20.99019645,1094.882917,3510302
2014,1,,158400,21.95275691,778.0657334,3510302
1990,0,3044270.727,1725273,20.73233868,1239.903154,3510401
1991,0,1507706.666,1706958,20.27347677,1418.672735,3510401
1992,0,3034064.235,1738044,20.21552755,1176.744626,3510401
1993,0,3590175.003,1716858,20.08504589,1194.686536,3510401
1994,0,2510981.188,1831005,20.30882217,1007.953103,3510401
1995,0,3304544.565,1637064,20.40083044,1614.413881,3510401
1996,0,2244844.425,1314027,19.8860882,1448.851725,3510401
1997,0,2781369.663,1368477,20.3949925,1161.83271,3510401
1998,0,3044236.937,1701810,20.74377945,1321.815931,3510401
1999,0,2448224.914,1693197,20.27789447,1186.96504,3510401
2000,0,3985285.308,1711611,20.12619863,1302.947017,3510401
2001,0,4684588.472,1700622,20.91863191,1182.085075,3510401
2002,0,5052698.363,1703394,21.54049712,1072.936362,3510401
2003,0,3437732.325,2028807,20.79979749,1021.798218,3510401
2004,0,4210891.5,2127213,20.2176446,1229.619205,3510401
2005,0,3039201,1425798,20.93814918,1197.347802,3510401
2006,1,3315992.855,1363131,20.87277223,1253.493713,3510401
2007,1,4060287.846,1703295,21.23649423,1260.034155,3510401
2008,1,3257014.439,1700028,20.46810598,1170.123721,3510401
2009,1,,1904166,21.05231625,1625.231093,3510401
2010,1,5249270.375,2294127,21.07944347,1321.259289,3510401
2011,1,,2178495,20.84162381,1314.22756,3510401
2012,1,,2297295,21.49878931,1476.93388,3510401
2013,1,4968053.357,2277693,20.88441629,1400.167734,3510401
2014,1,4083651.815,2277594,21.85923062,900.6939114,3510401
1990,0,35280.59274,9702,17.56344967,1522.579951,3510500
1991,0,6077.206829,3960,17.38376489,1631.979119,3510500
1992,0,40283.11992,40788,18.24384023,1570.908388,3510500
1993,0,71157.92203,64548,19.05069752,1498.185681,3510500
1994,0,68484.84258,85536,19.26308352,1846.61595,3510500
1995,0,44318.78774,31680,19.93756615,2163.463745,3510500
1996,0,,12870,20.11224143,2289.735581,3510500
1997,0,,264330,20.61890044,1846.184831,3510500
1998,0,,8514,20.67765341,2095.715658,3510500
1999,0,,6930,20.03394856,1746.000703,3510500
2000,0,60583.90966,17424,20.32500635,1622.587466,3510500
2001,0,,0,20.81325149,1158.701559,3510500
2002,0,,0,21.35484449,1550.344508,3510500
2003,0,,0,20.63865945,1519.558569,3510500
2004,0,,0,20.0228064,1668.51822,3510500
2005,0,,0,20.72962297,2318.506113,3510500
2006,1,,0,20.58641135,1917.804791,3510500
2007,1,,0,20.7907507,1434.030742,3510500
2008,1,,0,20.09382037,1749.640873,3510500
2009,1,,0,19.51644359,2056.251279,3510500
2010,1,,0,19.18035233,1859.786214,3510500
2011,1,,0,20.04961658,1969.080469,3510500
2012,1,,0,19.78549492,2226.686492,3510500
2013,1,86424.75661,17820,20.62598956,1362.980522,3510500
2014,1,,0,21.40034291,781.0703719,3510500
1990,0,,,20.09126904,1584.123387,3510609
1991,0,,,19.77855742,1565.805066,3510609
1992,0,,,19.83018872,1181.111225,3510609
1993,0,,,20.11366026,1360.437276,3510609
1994,0,,,20.24127275,1399.807507,3510609
1995,0,,,20.38332502,1632.997129,3510609
1996,0,,,19.86782836,1569.157785,3510609
1997,0,,,20.41710112,1396.356074,3510609
1998,0,,,20.45756419,1530.553395,3510609
1999,0,,,19.84810292,1158.604585,3510609
2000,0,,,20.01480778,1324.151778,3510609
2001,0,,,20.74316934,1272.543802,3510609
2002,0,,,21.2754802,1142.32714,3510609
2003,0,,,20.50109091,925.818699,3510609
2004,0,,,19.82032519,1449.381901,3510609
2005,0,,,20.57846965,1296.949898,3510609
2006,1,,,20.49241408,1301.745399,3510609
2007,1,,,20.81291594,1176.184701,3510609
2008,1,,,20.04455597,1256.664863,3510609
2009,1,,,20.6927869,1922.228288,3510609
2010,1,,,20.55488681,1230.174265,3510609
2011,1,,,20.27519232,1228.39499,3510609
2012,1,,,20.96431302,1782.511633,3510609
2013,1,,,20.35964363,1252.825229,3510609
2014,1,,,21.2780083,981.197851,3510609
1990,0,265359.9699,839817,23.66903076,1197.645307,3510708
1991,0,560804.5876,1859814,23.57428683,1290.841856,3510708
1992,0,431167.7737,968616,23.47219239,1518.899235,3510708
1993,0,763205.3228,811305,23.75933313,1347.118581,3510708
1994,0,613639.7542,575091,24.27173635,1344.082157,3510708
1995,0,720679.3862,655776,24.08277495,1375.672825,3510708
1996,0,619999.5532,593604,23.85604623,1382.948543,3510708
1997,0,688809.3281,541728,24.02152607,1397.855162,3510708
1998,0,706803.0632,508464,24.07182759,1212.273277,3510708
1999,0,725198.7376,588654,23.99066957,1108.958284,3510708
2000,0,725841.8408,474804,23.87358461,1528.546286,3510708
2001,0,1150670.32,810711,24.03201383,1153.781289,3510708
2002,0,1117776.417,535194,25.12391648,1135.058039,3510708
2003,0,1037230.996,569547,24.20260457,1389.033348,3510708
2004,0,1292820.7,571131,23.97558494,1246.560341,3510708
2005,0,1314027,663498,24.44060471,1428.464486,3510708
2006,1,1141975.418,568359,24.14077219,1243.704601,3510708
2007,1,3737377.826,953370,24.76178103,1287.866063,3510708
2008,1,2446782.629,1221858,23.972437,1335.868374,3510708
2009,1,3018763.525,1671318,24.05163433,1573.179304,3510708
2010,1,3331398.406,1162755,24.32510332,1090.738578,3510708
2011,1,3274265.981,1585683,23.77197996,1369.05093,3510708
2012,1,4253954.989,951687,24.48375503,1406.862416,3510708
2013,1,1928484.127,921393,23.65182701,1201.038848,3510708
2014,1,3236064.78,1487871,24.09420895,1441.812881,3510708
1990,0,7067796.697,4625577,20.97223359,1170.333523,3510807
1991,0,5792131.035,5389263,20.73664829,1487.548301,3510807
1992,0,15727560.23,4947624,20.05034885,1654.764597,3510807
1993,0,12055066.27,4445298,20.06920966,1205.099194,3510807
1994,0,9452270.19,2812392,20.02669569,1146.062662,3510807
1995,0,16479601.84,4069494,20.71742611,1596.835543,3510807
1996,0,10254703.4,4675869,20.22119326,1569.172599,3510807
1997,0,11931637.03,5011974,20.87034963,1295.419297,3510807
1998,0,14209782.78,5368374,20.81075562,987.7731242,3510807
1999,0,11430589.53,5251158,20.50562102,1147.752036,3510807
2000,0,13302682.84,4959306,21.20832238,1888.800793,3510807
2001,0,27427926.1,5237100,20.79168559,1182.12219,3510807
2002,0,24962070.22,4489254,21.42946309,1310.468196,3510807
2003,0,19830204.42,6425100,20.86711776,1388.209887,3510807
2004,0,23078873.02,6090579,20.36105763,1733.094892,3510807
2005,0,21946815,7106517,20.80367965,1315.490013,3510807
2006,1,37480728.56,7128000,20.75680393,1210.703488,3510807
2007,1,45123888.42,7527465,21.25612814,1263.163749,3510807
2008,1,32752171.06,7365501,20.58146275,1424.576882,3510807
2009,1,29889956.93,7370649,20.86057247,1769.211708,3510807
2010,1,19032449.99,5851989,20.81747934,1122.298385,3510807
2011,1,25657983.51,6549840,20.6027644,1672.340803,3510807
2012,1,26591403.84,6846939,20.25437741,1208.663159,3510807
2013,1,23759166.86,6791697,19.51036115,1835.870601,3510807
2014,1,18855349.23,6732297,20.81155265,961.4572375,3510807
1990,0,206806.835,360954,21.17827007,1582.569161,3510906
1991,0,246892.8273,365409,21.16218763,1654.025871,3510906
1992,0,593819.7962,312939,20.87024933,1723.37191,3510906
1993,0,527061.2193,298089,21.22093478,1165.512904,3510906
1994,0,482312.2862,233541,21.36950247,960.2716278,3510906
1995,0,308434.8066,191565,21.52994753,949.5746935,3510906
1996,0,345415.5784,191763,21.15594651,976.4453236,3510906
1997,0,205607.3657,197010,21.49110288,832.2105433,3510906
1998,0,449971.9433,218493,21.69210945,606.2754625,3510906
1999,0,494598.9628,225126,21.32435604,808.6172788,3510906
2000,0,298696.1508,176913,21.40861171,1702.296683,3510906
2001,0,519495.3631,185229,21.67806257,1602.928118,3510906
2002,0,318310.1545,163746,22.58714659,1680.200925,3510906
2003,0,287120.2262,165825,21.76480629,1643.977916,3510906
2004,0,334752.2054,170577,21.2736543,1916.213612,3510906
2005,0,414612,197901,21.68593653,1450.804332,3510906
2006,1,572031.3803,201465,21.46667446,1464.953961,3510906
2007,1,430786.418,178200,21.92497946,1849.531147,3510906
2008,1,194976.8597,122463,21.19094073,2571.887219,3510906
2009,1,766800.5764,323631,21.77132715,2670.717647,3510906
2010,1,759258.1143,325611,21.71315464,1487.916231,3510906
2011,1,669774.5923,333531,21.45165083,1611.404051,3510906
2012,1,925378.5375,299376,21.23652288,1390.70765,3510906
2013,1,678750.5276,278586,20.29734684,1986.624659,3510906
2014,1,696442.1501,318186,21.80396517,1052.308626,3510906
1990,0,605964.6923,914562,22.96300012,1500.010897,3511003
1991,0,191800.3396,498267,23.1272074,1235.96076,3511003
1992,0,1695716.547,1850805,22.72057481,1248.440916,3511003
1993,0,778656.6494,757746,23.73286263,1231.824636,3511003
1994,0,875127.335,726462,24.3016554,1183.06313,3511003
1995,0,518649.597,319374,24.27053519,1236.307664,3511003
1996,0,562192.4006,267498,23.57915439,1259.528443,3511003
1997,0,554696.1304,273141,23.94225756,1386.557597,3511003
1998,0,1467583.652,652806,23.91764463,1353.075001,3511003
1999,0,1234340.029,616770,23.96201303,1101.112937,3511003
2000,0,1252018.922,592317,23.6780862,1248.401644,3511003
2001,0,1121030.238,477972,23.83040728,1489.230719,3511003
2002,0,833019.6875,329274,24.92480334,1033.729565,3511003
2003,0,1400720.797,706662,23.7238653,1091.653138,3511003
2004,0,1253243.645,665478,23.7881677,1244.180689,3511003
2005,0,582417,420057,24.1358988,1151.691076,3511003
2006,1,2192704.127,1020195,24.17126252,1407.306331,3511003
2007,1,3872762.706,1837638,24.60964775,1218.400429,3511003
2008,1,3438558.487,1711116,23.92898097,1403.182898,3511003
2009,1,4823842.026,2360853,23.72938869,1582.957332,3511003
2010,1,6970094.698,2654190,23.72365395,1222.563251,3511003
2011,1,12216324.94,3031083,23.66251829,1452.475094,3511003
2012,1,9645412.957,3214035,24.15662899,1314.101712,3511003
2013,1,5289037.011,2665377,23.60933188,1142.688093,3511003
2014,1,4856413.663,2893572,24.08392511,1012.82672,3511003
1990,0,2361970.729,2218590,22.91368558,1107.56225,3511102
1991,0,2512810.747,2255121,22.98501132,1416.548026,3511102
1992,0,5868899.901,2228193,22.75536495,1414.802567,3511102
1993,0,6368843.816,2108403,22.96759639,1342.78699,3511102
1994,0,2656316.92,1257597,23.62057211,1203.127254,3511102
1995,0,3451275.686,2030193,23.42058566,1566.313631,3511102
1996,0,4040612.915,2333331,23.07113269,1300.079244,3511102
1997,0,3882544.204,2009403,23.33119069,1407.785457,3511102
1998,0,4023475.243,2417877,23.40561454,1427.376784,3511102
1999,0,3068910.656,2264130,23.28612967,1181.391337,3511102
2000,0,4126550.674,2282445,23.39007836,1518.796108,3511102
2001,0,5453907.382,2266506,23.59441255,1299.536235,3511102
2002,0,7059640.531,2113056,24.210701,1319.181077,3511102
2003,0,6170055.782,2134836,23.13528465,1228.33186,3511102
2004,0,4128789.211,1959903,22.85136616,1321.358768,3511102
2005,0,6483015,2193048,23.52633571,1303.479287,3511102
2006,1,5642485.728,2130183,23.28934191,1407.745268,3511102
2007,1,5494324.77,2228193,23.76808266,1414.139277,3511102
2008,1,5495628.705,2211759,23.02115149,1234.046619,3511102
2009,1,6780915.549,2172159,23.14988301,1928.34172,3511102
2010,1,7037019.297,2122758,23.45703744,1089.44183,3511102
2011,1,6339710.334,2007324,23.07129323,1788.172412,3511102
2012,1,6310358.11,2179485,23.46953749,1342.849295,3511102
2013,1,6013740.214,2193840,22.57200791,1337.018734,3511102
2014,1,5818828.963,2289969,23.73249779,1132.109912,3511102
1990,0,1142195.515,1071180,22.91476793,1104.45711,3511201
1991,0,927882.5311,989307,22.98562677,1484.103275,3511201
1992,0,2520882.446,893475,22.76171152,1231.400319,3511201
1993,0,2237136.004,846054,22.97387464,1386.570299,3511201
1994,0,1818739.513,853677,23.6260328,1201.747521,3511201
1995,0,1414807.427,853776,23.45029729,1599.544063,3511201
1996,0,1645006.009,814770,23.07502785,1373.493767,3511201
1997,0,1586348.756,823185,23.33637395,1512.224612,3511201
1998,0,1678716.985,1009899,23.41059407,1593.495083,3511201
1999,0,1236737.116,1025244,23.29109504,1115.521334,3511201
2000,0,1560472.577,759231,23.39391837,1447.37968,3511201
2001,0,1765966.662,775566,23.59781727,1348.863583,3511201
2002,0,2223809.136,768834,24.2166375,1230.027434,3511201
2003,0,2023885.508,780615,23.14302355,1207.958793,3511201
2004,0,1687697.868,877437,22.87104356,1424.479751,3511201
2005,0,2735865,932877,23.54505532,1333.89699,3511201
2006,1,3089963.426,935748,23.2950877,1414.972636,3511201
2007,1,2054056.525,887535,23.77518064,1229.923896,3511201
2008,1,2068170.386,932679,23.02672785,1255.106044,3511201
2009,1,2583988.773,925749,23.1522839,1661.047426,3511201
2010,1,3092267.17,1128798,23.46194239,895.2639754,3511201
2011,1,2893179.497,923571,23.07273908,1778.047042,3511201
2012,1,2702121.382,1121571,23.523911,1336.725568,3511201
2013,1,2439075.265,1122165,22.58386816,1109.721126,3511201
2014,1,2000452.86,1120878,23.75465014,1026.163309,3511201
1990,0,922905.4357,615978,22.96087601,1368.050805,3511300
1991,0,944753.3729,564498,22.98147462,1727.258953,3511300
1992,0,1536628.42,579348,22.96778436,1468.532898,3511300
1993,0,2087116.525,594990,23.20134425,1341.870579,3511300
1994,0,1669318.038,548361,23.81523288,1456.642885,3511300
1995,0,1060656.393,626769,23.64828842,1496.017271,3511300
1996,0,935084.2182,524007,23.15723078,1235.26067,3511300
1997,0,758002.5343,519156,23.53116584,1551.445421,3511300
1998,0,1094517.742,603504,23.58833882,1837.032114,3511300
1999,0,1027870.93,708741,23.47729875,1279.924482,3511300
2000,0,473457.4287,407385,23.53171712,1657.778292,3511300
2001,0,997838.6483,489555,23.72749491,1503.869445,3511300
2002,0,1309478.317,464904,24.45882429,1752.350599,3511300
2003,0,926898.9912,498366,23.42948688,1643.897451,3511300
2004,0,1580759.414,628155,23.17411202,1762.644833,3511300
2005,0,1740222,639738,23.80659132,1788.691695,3511300
2006,1,1899283.339,551826,23.52398448,1827.553163,3511300
2007,1,2129030.621,635283,24.05422949,1250.205528,3511300
2008,1,1908022.313,656964,23.23014944,1388.251728,3511300
2009,1,1815426.786,775962,23.14778137,1755.123306,3511300
2010,1,1847878.775,794079,23.53218234,1276.975852,3511300
2011,1,2933177.669,837936,22.95741932,1621.259662,3511300
2012,1,2323622.584,855756,23.6354135,1377.623923,3511300
2013,1,2051112.425,819324,22.52160845,1314.043002,3511300
2014,1,1819367.937,813681,23.66520766,1017.874217,3511300
1990,0,865685.579,1284228,20.30493689,1388.294577,3511409
1991,0,367826.0201,869715,20.43242557,1530.675432,3511409
1992,0,957534.897,697653,21.0349907,1382.239744,3511409
1993,0,1018193.122,655182,21.17721811,1546.022612,3511409
1994,0,808393.5253,689931,21.70395052,1039.238134,3511409
1995,0,1120546.647,610038,21.65401229,1443.460169,3511409
1996,0,952925.932,673497,20.17955041,1430.253903,3511409
1997,0,1015874.602,667260,20.39428159,2004.483023,3511409
1998,0,671614.1745,579150,19.76761677,1816.553225,3511409
1999,0,1140534.022,663993,19.94626218,1333.68844,3511409
2000,0,1013178.509,595485,20.20250141,1285.649176,3511409
2001,0,1138629.037,609840,20.68143121,1446.934018,3511409
2002,0,1141263.815,499158,21.3876057,1386.941551,3511409
2003,0,1321689.302,805860,20.84636451,1310.217599,3511409
2004,0,2190496.217,1220571,19.97478336,1509.11076,3511409
2005,0,2119491,1428075,20.48423327,1211.047254,3511409
2006,1,2719807.934,1454904,20.41102932,1308.776992,3511409
2007,1,4178772.09,1339074,20.88301944,1444.578817,3511409
2008,1,3914659.161,2022273,19.59343102,1280.626085,3511409
2009,1,3077183.63,1578060,20.14124439,1886.560777,3511409
2010,1,4983983.018,1628946,20.38798038,1337.978218,3511409
2011,1,6936760.977,1884366,19.8605243,1452.78822,3511409
2012,1,4953621.656,2109690,20.56949663,1424.398904,3511409
2013,1,4919571.176,1987920,20.4745888,1485.502856,3511409
2014,1,5356078.524,1999800,22.41768982,1152.013349,3511409
1990,0,33511.43511,68904,20.79103572,1190.293875,3511508
1991,0,882420.1013,581724,20.31651657,1580.320362,3511508
1992,0,762695.4674,622413,20.22864452,1198.216479,3511508
1993,0,1331430.219,635580,20.07876432,1295.229263,3511508
1994,0,798860.1239,516879,20.30715228,934.397883,3511508
1995,0,1017934.679,664587,20.4006081,1579.387847,3511508
1996,0,1116891.281,619740,19.88591229,1299.393604,3511508
1997,0,1223618.575,614988,20.39329091,1284.799161,3511508
1998,0,1387493.105,667953,20.77546174,1309.951133,3511508
1999,0,681731.559,527274,20.31374243,917.1532528,3511508
2000,0,1422993.705,662112,20.14679565,1139.943737,3511508
2001,0,1476049.612,654786,20.84137945,1231.707513,3511508
2002,0,1388664.399,521334,21.56972101,1094.961942,3511508
2003,0,988214.9475,513711,20.83966202,1012.993272,3511508
2004,0,1195888.183,530244,20.26136932,1011.15109,3511508
2005,0,1433025,591525,20.96045693,975.2723504,3511508
2006,1,,601920,20.870734,819.4398889,3511508
2007,1,,589050,21.26413109,1029.925401,3511508
2008,1,,601920,20.46795956,796.9993465,3511508
2009,1,,614790,21.04860122,1020.400182,3511508
2010,1,,623700,21.07244341,1045.955527,3511508
2011,1,,699930,20.88848632,1187.496673,3511508
2012,1,,702900,21.52819168,1296.805562,3511508
2013,1,,383922,20.9147543,1123.073181,3511508
2014,1,,293634,21.91842709,678.0056943,3511508
1990,0,1135271.015,920205,20.75735094,1485.418291,3511607
1991,0,1611844.03,952677,20.4136273,1733.320321,3511607
1992,0,1460656.919,799326,20.27326349,1567.691775,3511607
1993,0,1993823.241,778734,20.06599907,1585.79602,3511607
1994,0,1340707.529,666963,20.31072343,808.1819306,3511607
1995,0,1563534.89,656469,20.40112349,1368.456822,3511607
1996,0,1297984.676,570834,19.88663278,1206.412137,3511607
1997,0,1277198.112,594990,20.38927465,1246.415034,3511607
1998,0,1376984.206,617859,20.74926806,1330.201458,3511607
1999,0,1132703.537,662805,20.29876104,1107.837644,3511607
2000,0,3072885.803,922383,20.16891031,815.2342782,3511607
2001,0,2271700.559,732303,20.81055479,1235.576157,3511607
2002,0,2422892.789,724185,21.5530782,1148.657115,3511607
2003,0,2731497.344,744282,20.78245014,920.3616004,3511607
2004,0,2249102.421,749232,20.23485898,1067.237231,3511607
2005,0,2604888,870210,20.90340621,1230.919385,3511607
2006,1,3607525.094,1003563,20.839346,1055.530856,3511607
2007,1,2247874.454,787149,21.23042561,1264.317901,3511607
2008,1,3100244.679,877140,20.44664233,1213.480671,3511607
2009,1,1966027.359,742302,20.97160728,1514.63828,3511607
2010,1,2642060.424,759429,21.01664099,1095.708624,3511607
2011,1,2355281.996,767745,20.87179833,1268.76791,3511607
2012,1,,651717,21.46821828,1182.543023,3511607
2013,1,2329463.379,861300,20.85218076,1146.727529,3511607
2014,1,2277634.843,1419858,21.88320938,681.516568,3511607
1990,0,1101733.94,843975,20.7115645,1228.387231,3511706
1991,0,642568.5121,849222,20.57451519,1912.258157,3511706
1992,0,1341877.64,855360,20.4169451,1274.281971,3511706
1993,0,1335796.032,834174,19.93690782,1327.435783,3511706
1994,0,1450438.925,1134045,20.16406972,1156.691468,3511706
1995,0,1690302.594,1086228,20.56500536,1614.752683,3511706
1996,0,1752769.96,934956,20.07334471,1511.592155,3511706
1997,0,1705834.411,903969,20.56016453,1412.799885,3511706
1998,0,1717090.388,998118,20.91590483,978.0416436,3511706
1999,0,1212606.439,958221,20.68221826,1288.962175,3511706
2000,0,1760428.606,955944,20.72791162,1386.298423,3511706
2001,0,2207789.132,956142,21.04708495,1338.765366,3511706
2002,0,2301205.702,955944,21.76757605,1511.096151,3511706
2003,0,2166068.766,955944,21.0634798,1380.209708,3511706
2004,0,1980639.55,958617,20.40292598,1833.653848,3511706
2005,0,2542221,1003860,21.0968086,1342.081344,3511706
2006,1,2217155.859,905454,21.11392537,1430.187001,3511706
2007,1,2094150.586,977625,21.4248327,1436.486452,3511706
2008,1,2418147.414,1117215,20.78608551,1158.986515,3511706
2009,1,2397572.859,1146519,21.12235012,1569.662197,3511706
2010,1,3250372.882,1146717,21.22888539,1359.885284,3511706
2011,1,3907938.327,1138104,21.02501272,1788.811119,3511706
2012,1,3319747.489,1152657,21.27777671,1569.996518,3511706
2013,1,2661987.9,1150380,20.57233384,1416.332224,3511706
2014,1,,1129392,21.73384361,1045.443581,3511706
1990,0,361981.6164,362835,23.19280207,1272.981614,3511904
1991,0,286942.0306,319572,23.28921268,1401.915713,3511904
1992,0,634004.8782,281655,22.93019295,1220.756585,3511904
1993,0,398826.7471,224730,23.28358507,1187.319752,3511904
1994,0,490872.8916,324225,23.8457898,956.2965875,3511904
1995,0,626651.6879,335016,23.69242181,1145.81219,3511904
1996,0,481726.2715,249084,23.07971812,1243.202699,3511904
1997,0,465287.3319,256707,23.58717531,1334.789027,3511904
1998,0,384052.4867,243936,23.51946053,1496.751,3511904
1999,0,299316.2705,230769,23.52463651,1151.379926,3511904
2000,0,526031.4464,265023,23.50406275,1242.695555,3511904
2001,0,1299664.66,424413,23.75621216,1162.801115,3511904
2002,0,1020359.641,328482,24.68685732,1046.972374,3511904
2003,0,864665.1314,402039,23.70744486,1208.730356,3511904
2004,0,779748.3984,470943,23.35861982,1312.267466,3511904
2005,0,1167903,494901,23.81697316,1250.270416,3511904
2006,1,1368104.243,345510,23.87964995,1179.255896,3511904
2007,1,1280492.85,440748,24.33644315,1379.290819,3511904
2008,1,1227855.513,583803,23.48982875,1223.803655,3511904
2009,1,894356.0322,419760,23.1432897,1841.604499,3511904
2010,1,1822745.519,791901,23.16400516,1255.106354,3511904
2011,1,1585966.497,618849,22.99173287,1320.767101,3511904
2012,1,1359029.69,557073,23.64018564,1556.751202,3511904
2013,1,1161200.922,603009,22.8924347,1439.618439,3511904
2014,1,915587.2873,560439,23.64914355,992.3239984,3511904
1990,0,1903054.659,2282742,22.44172643,1362.961401,3512001
1991,0,2410172.174,2620035,22.4827385,1661.438581,3512001
1992,0,7051991.247,2286900,22.869607,1793.753264,3512001
1993,0,5564244.043,2184633,23.05623663,1225.336148,3512001
1994,0,6231147.879,2363526,23.66982158,1123.873292,3512001
1995,0,3418535.681,2341053,23.38648153,1440.339205,3512001
1996,0,3482524.109,2441142,23.05581315,1419.458925,3512001
1997,0,4570696.114,2840013,23.3608545,1341.236351,3512001
1998,0,4836163.424,2799324,23.54131197,1591.087548,3512001
1999,0,4227662.539,3084840,23.35594804,1123.085562,3512001
2000,0,4712146.589,2871297,23.39582987,1617.12217,3512001
2001,0,7250705.022,2854962,23.54663993,1309.211428,3512001
2002,0,8649513.633,2800908,24.28156955,1333.339878,3512001
2003,0,7286960.806,2774475,23.32269119,1444.018113,3512001
2004,0,7319879.156,2921688,23.08722657,1431.452987,3512001
2005,0,7042266,2962575,23.70114104,1297.511664,3512001
2006,1,9555160.49,3073059,23.43689997,1433.251585,3512001
2007,1,6191565.892,2805264,23.9933957,1204.33023,3512001
2008,1,4357539.767,2816649,23.15388289,1549.649003,3512001
2009,1,6194732.911,2733489,23.16283219,1650.48093,3512001
2010,1,7274470.112,2881197,23.65664407,1268.989685,3512001
2011,1,6724627.812,3010887,22.67616258,1461.331285,3512001
2012,1,6706285.511,2939508,23.67036547,1242.195734,3512001
2013,1,6819545.673,2986929,22.38195686,1538.998773,3512001
2014,1,6587057.461,3139191,23.35735287,937.7691584,3512001
1990,0,2289002.806,2862882,22.569365,1150.015524,3512100
1991,0,2228673.784,3096918,22.42718261,1717.574851,3512100
1992,0,7833364.385,2571624,23.63037341,1306.568396,3512100
1993,0,5455132.292,2306106,23.76038213,1735.316241,3512100
1994,0,6935063.107,3276009,24.30976002,1130.570815,3512100
1995,0,3273401.633,2560437,24.05621692,1352.368096,3512100
1996,0,4027766.881,3261555,23.59072558,1559.159783,3512100
1997,0,4585652.365,4402530,23.94163368,1338.438493,3512100
1998,0,5221808.168,4442328,24.08736805,1241.85979,3512100
1999,0,5487092.079,4362039,23.90443481,858.1951897,3512100
2000,0,4008149.908,4077711,23.84296569,1287.924754,3512100
2001,0,8349108.234,4658940,23.94485287,1172.610093,3512100
2002,0,8600861.167,3972474,24.88848478,1176.385321,3512100
2003,0,8748538.607,4437477,24.03859298,1415.661107,3512100
2004,0,7906298.552,4538952,23.81792211,1382.206149,3512100
2005,0,8207298,5348772,24.38108377,1240.230059,3512100
2006,1,13146583.22,5014944,24.00907768,1606.910275,3512100
2007,1,11166645.6,3651120,24.70394792,1378.242137,3512100
2008,1,10118446.39,4795758,23.76408477,1505.997407,3512100
2009,1,10819462.19,4336299,23.44870661,1636.864668,3512100
2010,1,13623612.66,4236606,24.32189427,1324.852925,3512100
2011,1,12877593.43,4386789,22.38454877,1693.826583,3512100
2012,1,9992953.053,4854663,24.32110336,1259.826965,3512100
2013,1,9621973.802,4993461,22.39023173,1548.674423,3512100
2014,1,11551922.81,5263731,23.06572641,997.6335465,3512100
1990,0,2426275.763,1653795,20.70760021,1393.337471,3512209
1991,0,1191870.653,1514700,20.38613107,1712.151415,3512209
1992,0,5311223.244,1413720,19.80634172,1305.595655,3512209
1993,0,5617573.672,1230273,19.66379759,1464.021726,3512209
1994,0,5040445.502,1300167,19.74843396,1177.164558,3512209
1995,0,2408985.638,1049004,20.36335084,1498.37102,3512209
1996,0,2520142.069,1417581,19.8317532,1695.798555,3512209
1997,0,1664745.809,1267398,20.52103151,1425.083658,3512209
1998,0,2318645.237,1211859,20.43304395,1346.577315,3512209
1999,0,1837766.744,1160280,20.1206611,1894.332366,3512209
2000,0,2519475.089,1246212,20.67893473,1915.143351,3512209
2001,0,3604048.702,1008810,20.40394215,1291.046207,3512209
2002,0,5276164.17,1048608,21.03278284,1291.000669,3512209
2003,0,5257751.457,951291,20.49818055,1178.37456,3512209
2004,0,5208269.034,979605,19.95553232,1559.570307,3512209
2005,0,5027913,1000296,20.4164663,1194.706959,3512209
2006,1,5421426.164,1060983,20.41640111,1216.302993,3512209
2007,1,7003066.1,1589148,20.91229886,1366.615636,3512209
2008,1,4092261.845,1032471,20.25586248,1367.079508,3512209
2009,1,2428984.674,1170180,20.5560514,1792.616323,3512209
2010,1,7122501.591,1273140,20.54250794,1305.348499,3512209
2011,1,6251078.02,1287990,20.34489605,1745.77012,3512209
2012,1,3849198.625,1380852,20.47090142,1545.86431,3512209
2013,1,2159617.653,1074942,19.95909721,1360.913987,3512209
2014,1,1254592.211,879417,21.06527232,765.4501341,3512209
1990,0,106728.921,199188,20.70534108,1364.00789,3512308
1991,0,62810.59905,209286,20.4669305,1752.987295,3512308
1992,0,251868.2596,184635,20.50059339,1310.874131,3512308
1993,0,97688.4687,79794,20.27643655,1707.224643,3512308
1994,0,35993.4542,64053,20.36143203,989.3093424,3512308
1995,0,45316.95863,81972,20.77991561,1387.821984,3512308
1996,0,,59400,20.29437569,1070.089248,3512308
1997,0,106337.3026,116127,20.71005512,1485.917765,3512308
1998,0,100152.9909,87912,20.71397478,1544.973628,3512308
1999,0,178023.6654,186219,20.3572087,991.2918326,3512308
2000,0,185683.8577,132462,20.43419204,1247.795823,3512308
2001,0,137217.7003,93060,20.7748174,1187.022624,3512308
2002,0,228834.3556,83358,21.50757773,1368.068545,3512308
